country,year,sex,age,population,suicides_100k_pop,HDI,gdp_per_capita
Singapore,1995,female,5-14 years,212200,0.0,0.773,31783
Singapore,1996,male,75+ years,28800,90.27777777777777,,34148
Singapore,1996,female,75+ years,42600,49.29577464788732,,34148
Singapore,1996,male,55-74 years,171300,12.259194395796849,,34148
Singapore,1996,male,25-34 years,283600,11.988716502115656,,34148
Singapore,1996,male,35-54 years,475400,10.517458981909972,,34148
Singapore,1996,female,55-74 years,180800,10.508849557522124,,34148
Singapore,1996,male,15-24 years,220500,9.070294784580499,,34148
Singapore,1996,female,25-34 years,289000,5.882352941176471,,34148
Singapore,1996,female,35-54 years,465900,4.507405022537025,,34148
Singapore,1996,female,15-24 years,213600,2.808988764044944,,34148
Singapore,1996,female,5-14 years,217600,1.3786764705882353,,34148
Singapore,1996,male,5-14 years,234000,0.4273504273504274,,34148
Singapore,1997,male,75+ years,29500,81.35593220338983,,34779
Singapore,1997,female,75+ years,43700,34.32494279176201,,34779
Singapore,1997,male,55-74 years,176100,20.442930153321974,,34779
Singapore,1997,male,25-34 years,282000,15.602836879432624,,34779
Singapore,1997,male,35-54 years,495200,14.94345718901454,,34779
Singapore,1997,female,25-34 years,289500,10.01727115716753,,34779
Singapore,1997,female,55-74 years,186200,9.66702470461869,,34779
Singapore,1997,female,35-54 years,485900,6.997324552377032,,34779
Singapore,1997,male,15-24 years,218600,6.86184812442818,,34779
Singapore,1997,female,15-24 years,211600,4.725897920604915,,34779
Singapore,1997,male,5-14 years,238600,1.2573344509639564,,34779
Singapore,1997,female,5-14 years,223100,0.4482294935006723,,34779
Singapore,1998,male,75+ years,30200,66.2251655629139,,29150
Singapore,1998,female,75+ years,45000,44.44444444444445,,29150
Singapore,1998,male,55-74 years,180700,24.90315439955728,,29150
Singapore,1998,female,55-74 years,191000,18.32460732984293,,29150
Singapore,1998,male,25-34 years,281300,14.57518663348738,,29150
Singapore,1998,male,35-54 years,515800,13.377278014734394,,29150
Singapore,1998,male,15-24 years,216100,10.18047200370199,,29150
Singapore,1998,female,25-34 years,291400,8.236101578586135,,29150
Singapore,1998,female,15-24 years,209400,7.163323782234957,,29150
Singapore,1998,female,35-54 years,507300,6.702148630001971,,29150
Singapore,1998,male,5-14 years,243800,1.2305168170631664,,29150
Singapore,1998,female,5-14 years,228200,0.0,,29150
Singapore,1999,male,75+ years,31400,66.87898089171975,,28789
Singapore,1999,male,55-74 years,186300,23.081052066559312,,28789
Singapore,1999,female,75+ years,46100,17.35357917570499,,28789
Singapore,1999,male,35-54 years,535500,14.005602240896357,,28789
Singapore,1999,male,25-34 years,277300,11.179228272628922,,28789
Singapore,1999,female,55-74 years,197700,8.093070308548304,,28789
Singapore,1999,female,35-54 years,527100,7.398975526465566,,28789
Singapore,1999,male,15-24 years,214200,7.002801120448178,,28789
Singapore,1999,female,25-34 years,289800,5.521048999309869,,28789
Singapore,1999,female,15-24 years,207400,3.8572806171648986,,28789
Singapore,1999,female,5-14 years,234400,1.2798634812286689,,28789
Singapore,1999,male,5-14 years,249900,0.8003201280512205,,28789
Singapore,2000,male,75+ years,32600,49.079754601226995,0.819,31446
Singapore,2000,male,55-74 years,189200,25.36997885835095,0.819,31446
Singapore,2000,female,75+ years,47400,23.206751054852322,0.819,31446
Singapore,2000,male,35-54 years,555800,15.653112630442605,0.819,31446
Singapore,2000,male,25-34 years,271100,12.541497602360751,0.819,31446
Singapore,2000,female,35-54 years,548100,8.027732165663199,0.819,31446
Singapore,2000,female,55-74 years,201600,7.936507936507937,0.819,31446
Singapore,2000,female,15-24 years,208300,7.6812289966394625,0.819,31446
Singapore,2000,male,15-24 years,215200,6.5055762081784385,0.819,31446
Singapore,2000,female,25-34 years,286400,5.935754189944134,0.819,31446
Singapore,2000,male,5-14 years,253800,1.9700551615445234,0.819,31446
Singapore,2000,female,5-14 years,238100,0.4199916001679966,0.819,31446
Singapore,2001,male,75+ years,34800,51.724137931034484,,28774
Singapore,2001,female,75+ years,50200,23.904382470119522,,28774
Singapore,2001,male,55-74 years,194800,20.533880903490758,,28774
Singapore,2001,male,25-34 years,265800,16.177577125658388,,28774
Singapore,2001,male,35-54 years,573200,11.339846475924633,,28774
Singapore,2001,male,15-24 years,216300,9.708737864077671,,28774
Singapore,2001,female,55-74 years,207900,9.62000962000962,,28774
Singapore,2001,female,35-54 years,566000,7.773851590106006,,28774
Singapore,2001,female,15-24 years,209200,7.648183556405353,,28774
Singapore,2001,female,25-34 years,283700,7.402185407120197,,28774
Singapore,2001,male,5-14 years,258300,1.1614401858304297,,28774
Singapore,2001,female,5-14 years,242800,0.8237232289950576,,28774
Singapore,2002,male,75+ years,37200,51.075268817204304,,29048
Singapore,2002,female,75+ years,53600,35.44776119402985,,29048
Singapore,2002,male,55-74 years,206500,15.980629539951574,,29048
Singapore,2002,male,35-54 years,582400,14.938186813186812,,29048
Singapore,2002,male,25-34 years,265900,14.29108687476495,,29048
Singapore,2002,female,15-24 years,209600,9.541984732824428,,29048
Singapore,2002,female,35-54 years,576200,9.024644220756683,,29048
Singapore,2002,female,55-74 years,220400,8.166969147005446,,29048
Singapore,2002,female,25-34 years,286100,6.990562740300595,,29048
Singapore,2002,male,15-24 years,216400,6.9316081330868755,,29048
Singapore,2002,female,5-14 years,247700,0.0,,29048
Singapore,2002,male,5-14 years,263200,0.0,,29048
Singapore,2003,male,75+ years,39400,55.83756345177665,,30067
Singapore,2003,female,75+ years,57000,28.07017543859649,,30067
Singapore,2003,male,55-74 years,218800,17.824497257769654,,30067
Singapore,2003,male,25-34 years,263800,14.404852160727824,,30067
Singapore,2003,male,35-54 years,592400,12.829169480081026,,30067
Singapore,2003,female,55-74 years,232800,11.168384879725087,,30067
Singapore,2003,male,15-24 years,221500,10.835214446952596,,30067
Singapore,2003,female,35-54 years,586600,7.159904534606205,,30067
Singapore,2003,female,25-34 years,286600,6.978367062107467,,30067
Singapore,2003,female,15-24 years,214300,6.066262249183388,,30067
Singapore,2003,female,5-14 years,248900,0.8035355564483728,,30067
Singapore,2003,male,5-14 years,264100,0.7572889057175313,,30067
Singapore,2004,male,75+ years,42100,57.00712589073635,,34799
Singapore,2004,female,75+ years,60900,22.988505747126435,,34799
Singapore,2004,male,55-74 years,231800,19.84469370146678,,34799
Singapore,2004,male,35-54 years,598400,14.538770053475934,,34799
Singapore,2004,female,55-74 years,246500,12.981744421906695,,34799
Singapore,2004,male,25-34 years,263100,12.922843025465601,,34799
Singapore,2004,female,35-54 years,597700,8.700016730801405,,34799
Singapore,2004,female,25-34 years,287900,6.252170892671066,,34799
Singapore,2004,male,15-24 years,228400,5.691768826619965,,34799
Singapore,2004,female,15-24 years,220500,4.535147392290249,,34799
Singapore,2004,female,5-14 years,243800,1.6406890894175554,,34799
Singapore,2004,male,5-14 years,260300,0.3841721091048789,,34799
Singapore,2005,male,75+ years,44200,72.39819004524887,0.841,38122
Singapore,2005,male,55-74 years,245000,22.857142857142858,0.841,38122
Singapore,2005,female,75+ years,64200,17.133956386292837,0.841,38122
Singapore,2005,male,35-54 years,605700,16.34472511144131,0.841,38122
Singapore,2005,male,25-34 years,265600,13.930722891566266,0.841,38122
Singapore,2005,female,55-74 years,259500,10.404624277456646,0.841,38122
Singapore,2005,female,35-54 years,604300,8.274036074797285,0.841,38122
Singapore,2005,male,15-24 years,233900,6.840530141085934,0.841,38122
Singapore,2005,female,15-24 years,225500,5.764966740576496,0.841,38122
Singapore,2005,female,25-34 years,289600,5.179558011049724,0.841,38122
Singapore,2005,female,5-14 years,244900,1.2249897917517354,0.841,38122
Singapore,2005,male,5-14 years,260000,0.0,0.841,38122
Singapore,2006,male,75+ years,46700,29.97858672376874,,43318
Singapore,2006,female,75+ years,67600,28.106508875739646,,43318
Singapore,2006,male,55-74 years,258800,22.41112828438949,,43318
Singapore,2006,male,35-54 years,615500,19.17140536149472,,43318
Singapore,2006,female,55-74 years,273400,14.264813460131673,,43318
Singapore,2006,male,25-34 years,267200,9.3562874251497,,43318
Singapore,2006,female,35-54 years,616100,8.927122220418763,,43318
Singapore,2006,female,25-34 years,292800,8.19672131147541,,43318
Singapore,2006,male,15-24 years,240400,6.239600665557404,,43318
Singapore,2006,female,15-24 years,231800,1.2942191544434858,,43318
Singapore,2006,female,5-14 years,243400,0.4108463434675432,,43318
Singapore,2006,male,5-14 years,258200,0.3872966692486445,,43318
Singapore,2007,male,75+ years,45000,59.99999999999999,,53098
Singapore,2007,female,75+ years,68300,24.890190336749637,,53098
Singapore,2007,male,55-74 years,267000,15.355805243445694,,53098
Singapore,2007,female,55-74 years,281800,14.194464158978,,53098
Singapore,2007,male,35-54 years,609000,12.64367816091954,,53098
Singapore,2007,male,25-34 years,263500,10.62618595825427,,53098
Singapore,2007,male,15-24 years,242200,9.90916597853014,,53098
Singapore,2007,female,35-54 years,608800,7.555847568988173,,53098
Singapore,2007,female,25-34 years,285500,6.304728546409807,,53098
Singapore,2007,female,15-24 years,233600,4.280821917808219,,53098
Singapore,2007,female,5-14 years,235100,0.0,,53098
Singapore,2007,male,5-14 years,249800,0.0,,53098
Singapore,2008,male,75+ years,47500,58.94736842105263,,55735
Singapore,2008,female,75+ years,71800,18.105849582172702,,55735
Singapore,2008,male,55-74 years,282300,17.357421183138506,,55735
Singapore,2008,male,35-54 years,615400,15.112122196945077,,55735
Singapore,2008,male,25-34 years,265900,10.154193305754044,,55735
Singapore,2008,female,55-74 years,296800,9.77088948787062,,55735
Singapore,2008,female,35-54 years,616400,7.3004542504866965,,55735
Singapore,2008,female,25-34 years,287100,4.876349703935911,,55735
Singapore,2008,female,15-24 years,240800,4.568106312292358,,55735
Singapore,2008,male,15-24 years,247500,3.6363636363636362,,55735
Singapore,2008,male,5-14 years,245300,0.40766408479412963,,55735
Singapore,2008,female,5-14 years,232100,0.0,,55735
Singapore,2009,male,75+ years,50400,43.65079365079365,,54413
Singapore,2009,female,75+ years,75900,23.715415019762844,,54413
Singapore,2009,male,55-74 years,299900,16.672224074691563,,54413
Singapore,2009,male,35-54 years,623400,15.880654475457172,,54413
Singapore,2009,male,25-34 years,274700,14.925373134328359,,54413
Singapore,2009,female,55-74 years,313500,10.526315789473685,,54413
Singapore,2009,male,15-24 years,254400,8.254716981132075,,54413
Singapore,2009,female,35-54 years,626800,6.381620931716656,,54413
Singapore,2009,female,15-24 years,250100,4.398240703718512,,54413
Singapore,2009,female,25-34 years,296900,3.0313236780060624,,54413
Singapore,2009,female,5-14 years,228900,1.310615989515072,,54413
Singapore,2009,male,5-14 years,241200,0.8291873963515755,,54413
Singapore,2010,male,75+ years,53300,50.65666041275797,0.897,66099
Singapore,2010,male,55-74 years,315800,15.19949335022166,0.897,66099
Singapore,2010,male,35-54 years,625200,15.035188739603326,0.897,66099
Singapore,2010,female,75+ years,80900,14.833127317676142,0.897,66099
Singapore,2010,female,55-74 years,329000,8.51063829787234,0.897,66099
Singapore,2010,male,25-34 years,274300,7.291286912139992,0.897,66099
Singapore,2010,female,35-54 years,630600,5.391690453536315,0.897,66099
Singapore,2010,female,15-24 years,252900,5.140371688414393,0.897,66099
Singapore,2010,female,25-34 years,296900,4.041764904008084,0.897,66099
Singapore,2010,male,15-24 years,257900,2.714230321830167,0.897,66099
Singapore,2010,male,5-14 years,235500,0.4246284501061571,0.897,66099
Singapore,2010,female,5-14 years,224500,0.0,0.897,66099
Singapore,2011,male,75+ years,55900,32.200357781753134,0.903,76638
Singapore,2011,male,55-74 years,333700,20.377584656877435,0.903,76638
Singapore,2011,female,75+ years,84300,14.234875444839856,0.903,76638
Singapore,2011,male,35-54 years,623200,12.997432605905006,0.903,76638
Singapore,2011,female,55-74 years,347600,12.082853855005753,0.903,76638
Singapore,2011,male,25-34 years,269000,6.691449814126394,0.903,76638
Singapore,2011,female,35-54 years,631700,5.540604717429159,0.903,76638
Singapore,2011,female,15-24 years,255000,5.490196078431373,0.903,76638
Singapore,2011,male,15-24 years,260800,4.601226993865031,0.903,76638
Singapore,2011,female,25-34 years,291100,2.7481964960494674,0.903,76638
Singapore,2011,female,5-14 years,219200,0.0,0.903,76638
Singapore,2011,male,5-14 years,229400,0.0,0.903,76638
Singapore,2012,male,75+ years,58300,36.02058319039451,0.905,80040
Singapore,2012,male,55-74 years,352500,25.815602836879435,0.905,80040
Singapore,2012,female,75+ years,87100,17.22158438576349,0.905,80040
Singapore,2012,male,35-54 years,621200,14.327108821635543,0.905,80040
Singapore,2012,female,35-54 years,632900,10.428187707378733,0.905,80040
Singapore,2012,female,55-74 years,366600,9.547190398254228,0.905,80040
Singapore,2012,male,25-34 years,263800,8.339651250947687,0.905,80040
Singapore,2012,male,15-24 years,264800,7.175226586102719,0.905,80040
Singapore,2012,female,15-24 years,258600,6.573859242072699,0.905,80040
Singapore,2012,female,25-34 years,286200,5.2410901467505235,0.905,80040
Singapore,2012,female,5-14 years,214900,0.4653327128897161,0.905,80040
Singapore,2012,male,5-14 years,224700,0.44503782821539833,0.905,80040
Singapore,2013,male,75+ years,61658,40.546238930876775,0.909,83151
Singapore,2013,male,55-74 years,370242,22.68786361352845,0.909,83151
Singapore,2013,female,75+ years,91216,15.348184529029997,0.909,83151
Singapore,2013,male,35-54 years,616200,12.49594287568971,0.909,83151
Singapore,2013,male,15-24 years,264023,11.362646436105946,0.909,83151
Singapore,2013,male,25-34 years,265275,10.932051644519838,0.909,83151
Singapore,2013,female,55-74 years,384544,7.801447948739285,0.909,83151
Singapore,2013,female,35-54 years,631208,6.337055297144523,0.909,83151
Singapore,2013,female,15-24 years,257932,5.8154862521904995,0.909,83151
Singapore,2013,female,25-34 years,287210,4.526304794401309,0.909,83151
Singapore,2013,female,5-14 years,211362,0.0,0.909,83151
Singapore,2013,male,5-14 years,220586,0.0,0.909,83151
Singapore,2014,male,75+ years,66198,43.80797002930602,0.912,84442
Singapore,2014,male,55-74 years,387256,25.048030243559815,0.912,84442
Singapore,2014,male,35-54 years,611207,11.943580489097801,0.912,84442
Singapore,2014,male,25-34 years,268258,11.183263872838834,0.912,84442
Singapore,2014,female,75+ years,97390,10.267994660642776,0.912,84442
Singapore,2014,female,55-74 years,400651,8.486188727845432,0.912,84442
Singapore,2014,male,15-24 years,259416,7.709624695469825,0.912,84442
Singapore,2014,female,35-54 years,630881,7.291390927924601,0.912,84442
Singapore,2014,female,25-34 years,289688,3.106790754190716,0.912,84442
Singapore,2014,female,15-24 years,251839,1.9853954312080335,0.912,84442
Singapore,2014,female,5-14 years,209039,0.47837963250876625,0.912,84442
Singapore,2014,male,5-14 years,217547,0.45967078378465337,0.912,84442
Singapore,2015,male,75+ years,71060,21.10892203771461,,81766
Singapore,2015,male,55-74 years,403996,18.06948583649343,,81766
Singapore,2015,male,35-54 years,606327,13.029272983060297,,81766
Singapore,2015,female,75+ years,103599,12.548383671657062,,81766
Singapore,2015,male,25-34 years,270351,11.096685420065027,,81766
Singapore,2015,male,15-24 years,257780,7.37062611529211,,81766
Singapore,2015,female,55-74 years,416616,6.720817251377768,,81766
Singapore,2015,female,25-34 years,291298,6.179239129688497,,81766
Singapore,2015,female,15-24 years,249249,6.0180783072349335,,81766
Singapore,2015,female,35-54 years,629999,5.714294784594896,,81766
Singapore,2015,male,5-14 years,213262,0.9378135814162861,,81766
Singapore,2015,female,5-14 years,205578,0.48643337322087,,81766
Slovakia,1992,male,75+ years,80914,55.61460315890946,,3143
Slovakia,1992,male,35-54 years,681903,43.84787865722837,,3143
Slovakia,1992,male,55-74 years,376475,40.640148748256856,,3143
Slovakia,1992,male,25-34 years,397370,25.417117547877293,,3143
Slovakia,1992,male,15-24 years,409337,13.1920642404669,,3143
Slovakia,1992,female,55-74 years,482354,10.987780758530043,,3143
Slovakia,1992,female,75+ years,140211,10.698162055758822,,3143
Slovakia,1992,female,35-54 years,704576,6.954537196838949,,3143
Slovakia,1992,female,25-34 years,385070,4.155088685174124,,3143
Slovakia,1992,female,15-24 years,392659,1.7827173196081076,,3143
Slovakia,1992,female,5-14 years,419798,0.47641961133688104,,3143
Slovakia,1992,male,5-14 years,438561,0.4560369025061508,,3143
Slovakia,1993,male,75+ years,76871,49.433466456791244,,3334
Slovakia,1993,male,35-54 years,697893,43.55968608368332,,3334
Slovakia,1993,male,55-74 years,379898,35.00939725926433,,3334
Slovakia,1993,male,25-34 years,389917,23.851229877127697,,3334
Slovakia,1993,male,15-24 years,420445,12.367848351151755,,3334
Slovakia,1993,female,75+ years,135118,11.101407658491096,,3334
Slovakia,1993,female,55-74 years,491822,7.3197213626067965,,3334
Slovakia,1993,female,35-54 years,719170,5.283868904431497,,3334
Slovakia,1993,female,25-34 years,378035,4.232412342772495,,3334
Slovakia,1993,female,15-24 years,403487,2.7262340546287738,,3334
Slovakia,1993,male,5-14 years,430319,0.4647714834808595,,3334
Slovakia,1993,female,5-14 years,412285,0.0,,3334
Slovakia,1994,male,75+ years,65983,48.49734022399709,,4036
Slovakia,1994,male,35-54 years,698995,37.62544796457772,,4036
Slovakia,1994,male,55-74 years,367426,36.197764992134466,,4036
Slovakia,1994,male,25-34 years,387422,21.939900160548447,,4036
Slovakia,1994,male,15-24 years,450907,14.637164648142521,,4036
Slovakia,1994,female,75+ years,122342,7.356427065112554,,4036
Slovakia,1994,female,35-54 years,718166,6.962178660643918,,4036
Slovakia,1994,female,55-74 years,483484,5.79129816084917,,4036
Slovakia,1994,female,15-24 years,434306,2.763028832205864,,4036
Slovakia,1994,female,25-34 years,377351,2.1200420828353446,,4036
Slovakia,1994,male,5-14 years,443362,0.9021973015278711,,4036
Slovakia,1994,female,5-14 years,425114,0.23523102038512023,,4036
Slovakia,1995,male,75+ years,67938,54.46142070711531,0.75,5141
Slovakia,1995,male,55-74 years,367372,39.19732587132389,0.75,5141
Slovakia,1995,male,35-54 years,712185,38.05191066927835,0.75,5141
Slovakia,1995,male,25-34 years,385556,24.38037535403417,0.75,5141
Slovakia,1995,male,15-24 years,460307,12.600286330644549,0.75,5141
Slovakia,1995,female,55-74 years,485289,8.036448384364782,0.75,5141
Slovakia,1995,female,35-54 years,729026,6.4469579960111165,0.75,5141
Slovakia,1995,female,75+ years,126028,6.347795727933476,0.75,5141
Slovakia,1995,female,25-34 years,375575,4.792651268055648,0.75,5141
Slovakia,1995,female,15-24 years,443602,2.028845676980717,0.75,5141
Slovakia,1995,female,5-14 years,416980,1.1990982780948727,0.75,5141
Slovakia,1995,male,5-14 years,435374,1.1484378947755263,0.75,5141
Slovakia,1996,male,75+ years,70501,41.13416830966936,,5529
Slovakia,1996,male,55-74 years,366561,37.1016010977709,,5529
Slovakia,1996,male,35-54 years,723992,33.42578371031724,,5529
Slovakia,1996,male,25-34 years,384759,23.131362749149467,,5529
Slovakia,1996,male,15-24 years,466866,13.280041810712282,,5529
Slovakia,1996,female,75+ years,131422,7.609076105979212,,5529
Slovakia,1996,female,35-54 years,739024,6.765680140293143,,5529
Slovakia,1996,female,55-74 years,485389,6.180609778960792,,5529
Slovakia,1996,female,25-34 years,374451,2.403518751452126,,5529
Slovakia,1996,male,5-14 years,428880,1.8653236336504382,,5529
Slovakia,1996,female,15-24 years,450138,1.1107704748321627,,5529
Slovakia,1996,female,5-14 years,410453,0.48726650798020726,,5529
Slovakia,1997,male,75+ years,74296,43.07095940562076,,5468
Slovakia,1997,male,35-54 years,735016,35.237328167005884,,5468
Slovakia,1997,male,55-74 years,365411,31.745076092400065,,5468
Slovakia,1997,male,25-34 years,386309,18.12020946962147,,5468
Slovakia,1997,male,15-24 years,471096,9.764464143189498,,5468
Slovakia,1997,female,75+ years,138765,9.368356574064064,,5468
Slovakia,1997,female,55-74 years,484165,6.609317071659455,,5468
Slovakia,1997,female,35-54 years,748326,5.879790358747391,,5468
Slovakia,1997,female,15-24 years,454003,2.2026286169915177,,5468
Slovakia,1997,female,25-34 years,375884,1.8622766598205829,,5468
Slovakia,1997,male,5-14 years,421702,0.2371342796571987,,5468
Slovakia,1997,female,5-14 years,403416,0.0,,5468
Slovakia,1998,male,35-54 years,746000,39.54423592493298,,5871
Slovakia,1998,male,75+ years,77400,36.17571059431525,,5871
Slovakia,1998,male,55-74 years,364300,30.19489431786989,,5871
Slovakia,1998,male,25-34 years,390300,21.009479887266206,,5871
Slovakia,1998,male,15-24 years,473000,14.376321353065538,,5871
Slovakia,1998,female,55-74 years,482800,6.2137531068765535,,5871
Slovakia,1998,female,75+ years,145500,6.185567010309279,,5871
Slovakia,1998,female,35-54 years,757700,5.015177510888214,,5871
Slovakia,1998,female,15-24 years,455200,1.3181019332161688,,5871
Slovakia,1998,female,25-34 years,380100,1.3154433043935807,,5871
Slovakia,1998,male,5-14 years,413300,0.48390999274135016,,5871
Slovakia,1998,female,5-14 years,395500,0.0,,5871
Slovakia,1999,male,75+ years,80000,42.5,,5966
Slovakia,1999,male,55-74 years,364300,39.253362613230856,,5966
Slovakia,1999,male,35-54 years,756700,37.399233513942114,,5966
Slovakia,1999,male,25-34 years,395600,16.936299292214358,,5966
Slovakia,1999,male,15-24 years,471800,12.293344637558288,,5966
Slovakia,1999,female,55-74 years,483100,6.209894431794659,,5966
Slovakia,1999,female,75+ years,151500,5.9405940594059405,,5966
Slovakia,1999,female,35-54 years,766900,5.737384274351284,,5966
Slovakia,1999,female,25-34 years,385400,2.5947067981318113,,5966
Slovakia,1999,female,15-24 years,453700,1.9836896627727574,,5966
Slovakia,1999,male,5-14 years,403400,1.2394645513138325,,5966
Slovakia,1999,female,5-14 years,385800,0.0,,5966
Slovakia,2000,male,75+ years,82153,42.60343505410636,0.763,5696
Slovakia,2000,male,55-74 years,365309,36.407534443443765,0.763,5696
Slovakia,2000,male,35-54 years,767138,35.717172138520056,0.763,5696
Slovakia,2000,male,25-34 years,403167,20.587002408431246,0.763,5696
Slovakia,2000,male,15-24 years,469079,14.070124648513362,0.763,5696
Slovakia,2000,female,75+ years,156671,9.574203266718154,0.763,5696
Slovakia,2000,female,35-54 years,775726,8.250335814449947,0.763,5696
Slovakia,2000,female,55-74 years,484667,8.046762003602474,0.763,5696
Slovakia,2000,female,15-24 years,450931,1.9958707651503222,0.763,5696
Slovakia,2000,female,25-34 years,392452,1.7836576192757332,0.763,5696
Slovakia,2000,male,5-14 years,390756,0.7677425298651844,0.763,5696
Slovakia,2000,female,5-14 years,373764,0.26754850654423645,0.763,5696
Slovakia,2001,male,75+ years,81427,42.9832856423545,,6020
Slovakia,2001,male,35-54 years,767503,35.8304788385192,,6020
Slovakia,2001,male,55-74 years,364806,30.975367729697428,,6020
Slovakia,2001,male,25-34 years,406975,22.851526506542168,,6020
Slovakia,2001,male,15-24 years,467712,13.0422140120416,,6020
Slovakia,2001,female,75+ years,158161,8.851739682981265,,6020
Slovakia,2001,female,35-54 years,779840,7.052728764874846,,6020
Slovakia,2001,female,55-74 years,483308,5.172684913140275,,6020
Slovakia,2001,female,25-34 years,396286,2.7757730527952034,,6020
Slovakia,2001,female,15-24 years,448751,1.5598851033201038,,6020
Slovakia,2001,male,5-14 years,380949,0.7875069891245284,,6020
Slovakia,2001,female,5-14 years,364538,0.0,,6020
Slovakia,2002,male,75+ years,83551,61.04056205192038,,6869
Slovakia,2002,male,35-54 years,770285,37.51858078503411,,6869
Slovakia,2002,male,55-74 years,370208,34.03492090932665,,6869
Slovakia,2002,male,25-34 years,418377,23.184830906096654,,6869
Slovakia,2002,male,15-24 years,461791,11.260505293520229,,6869
Slovakia,2002,female,75+ years,163273,9.187067059464823,,6869
Slovakia,2002,female,55-74 years,488427,5.527949929057976,,6869
Slovakia,2002,female,35-54 years,782131,4.98637696242701,,6869
Slovakia,2002,female,25-34 years,405949,2.463363624494703,,6869
Slovakia,2002,female,15-24 years,443566,2.0290103389349046,,6869
Slovakia,2002,male,5-14 years,368205,0.5431756765932022,,6869
Slovakia,2002,female,5-14 years,351821,0.0,,6869
Slovakia,2003,male,35-54 years,769641,44.69616353598626,,9138
Slovakia,2003,male,55-74 years,378888,35.89451236249234,,9138
Slovakia,2003,male,75+ years,84858,35.35317825072474,,9138
Slovakia,2003,male,25-34 years,430820,19.2655865558702,,9138
Slovakia,2003,male,15-24 years,455090,11.426311279087653,,9138
Slovakia,2003,female,55-74 years,496205,6.852006731088965,,9138
Slovakia,2003,female,35-54 years,780961,6.14627362954104,,9138
Slovakia,2003,female,75+ years,167510,5.372813563369351,,9138
Slovakia,2003,female,25-34 years,417400,2.3957834211787254,,9138
Slovakia,2003,female,15-24 years,437405,0.9144842880168266,,9138
Slovakia,2003,male,5-14 years,355796,0.8431797996604796,,9138
Slovakia,2003,female,5-14 years,339408,0.0,,9138
Slovakia,2004,male,35-54 years,769488,36.77770153660616,,11177
Slovakia,2004,male,55-74 years,388244,30.65082782992139,,11177
Slovakia,2004,male,75+ years,86839,29.94046453782287,,11177
Slovakia,2004,male,25-34 years,442957,18.286199337633224,,11177
Slovakia,2004,male,15-24 years,447491,12.067281800080895,,11177
Slovakia,2004,female,55-74 years,504749,6.934139542624155,,11177
Slovakia,2004,female,35-54 years,779763,6.668692923362611,,11177
Slovakia,2004,female,75+ years,172563,5.794985019963723,,11177
Slovakia,2004,female,25-34 years,428962,1.8649670600193025,,11177
Slovakia,2004,female,15-24 years,429591,1.6294568554741604,,11177
Slovakia,2004,male,5-14 years,343265,0.29132011711068706,,11177
Slovakia,2004,female,5-14 years,327298,0.0,,11177
Slovakia,2005,male,75+ years,88406,45.24579779652965,0.793,12229
Slovakia,2005,male,35-54 years,769273,34.968080252394145,0.793,12229
Slovakia,2005,male,55-74 years,399356,32.55240937910035,0.793,12229
Slovakia,2005,male,25-34 years,453397,19.409038877628213,0.793,12229
Slovakia,2005,male,15-24 years,440028,12.953721126837383,0.793,12229
Slovakia,2005,female,75+ years,176887,6.218659370106338,0.793,12229
Slovakia,2005,female,35-54 years,777822,5.913949464016189,0.793,12229
Slovakia,2005,female,55-74 years,514790,4.0793333203830695,0.793,12229
Slovakia,2005,female,25-34 years,438545,2.0522409330855442,0.793,12229
Slovakia,2005,female,15-24 years,421958,1.6589328795756924,0.793,12229
Slovakia,2005,female,5-14 years,315712,0.31674437461990673,0.793,12229
Slovakia,2005,male,5-14 years,330772,0.0,0.793,12229
Slovakia,2006,female,15-24 years,415422,0.0,,13763
Slovakia,2006,female,25-34 years,445779,0.0,,13763
Slovakia,2006,female,35-54 years,774418,0.0,,13763
Slovakia,2006,female,5-14 years,303109,0.0,,13763
Slovakia,2006,female,55-74 years,527216,0.0,,13763
Slovakia,2006,female,75+ years,180915,0.0,,13763
Slovakia,2006,male,15-24 years,433254,0.0,,13763
Slovakia,2006,male,25-34 years,461745,0.0,,13763
Slovakia,2006,male,35-54 years,767538,0.0,,13763
Slovakia,2006,male,5-14 years,317730,0.0,,13763
Slovakia,2006,male,55-74 years,412451,0.0,,13763
Slovakia,2006,male,75+ years,89792,0.0,,13763
Slovakia,2007,female,15-24 years,408500,0.0,,16815
Slovakia,2007,female,25-34 years,450832,0.0,,16815
Slovakia,2007,female,35-54 years,771963,0.0,,16815
Slovakia,2007,female,5-14 years,290709,0.0,,16815
Slovakia,2007,female,55-74 years,540800,0.0,,16815
Slovakia,2007,female,75+ years,184796,0.0,,16815
Slovakia,2007,male,15-24 years,425847,0.0,,16815
Slovakia,2007,male,25-34 years,468542,0.0,,16815
Slovakia,2007,male,35-54 years,767209,0.0,,16815
Slovakia,2007,male,5-14 years,305241,0.0,,16815
Slovakia,2007,male,55-74 years,426981,0.0,,16815
Slovakia,2007,male,75+ years,91240,0.0,,16815
Slovakia,2008,male,55-74 years,441896,29.871281930590005,,19530
Slovakia,2008,male,75+ years,92415,29.216036357734133,,19530
Slovakia,2008,male,35-54 years,769462,28.59140542352969,,19530
Slovakia,2008,male,25-34 years,472801,18.400976309271766,,19530
Slovakia,2008,male,15-24 years,417863,10.051141163491383,,19530
