country,year,sex,age,population,suicides_100k_pop,HDI,gdp_per_capita
Albania,1987,male,15-24 years,312900,6.711409395973154,,796
Albania,1987,male,35-54 years,308000,5.194805194805195,,796
Albania,1987,female,15-24 years,289700,4.8325854332067655,,796
Albania,1987,male,75+ years,21800,4.587155963302752,,796
Albania,1987,male,25-34 years,274300,3.2810791104629966,,796
Albania,1987,female,75+ years,35600,2.808988764044944,,796
Albania,1987,female,35-54 years,278800,2.1520803443328553,,796
Albania,1987,female,25-34 years,257200,1.5552099533437014,,796
Albania,1987,male,55-74 years,137500,0.7272727272727272,,796
Albania,1987,female,5-14 years,311000,0.0,,796
Albania,1987,female,55-74 years,144600,0.0,,796
Albania,1987,male,5-14 years,338200,0.0,,796
Albania,1988,female,75+ years,36400,5.4945054945054945,,769
Albania,1988,male,15-24 years,319200,5.325814536340852,,769
Albania,1988,male,75+ years,22300,4.484304932735426,,769
Albania,1988,male,35-54 years,314100,4.457179242279529,,769
Albania,1988,male,55-74 years,140200,2.8530670470756063,,769
Albania,1988,female,15-24 years,295600,2.706359945872801,,769
Albania,1988,female,55-74 years,147500,2.0338983050847457,,769
Albania,1988,female,25-34 years,262400,1.9054878048780488,,769
Albania,1988,male,25-34 years,279900,1.7863522686673812,,769
Albania,1988,female,35-54 years,284500,1.40597539543058,,769
Albania,1988,female,5-14 years,317200,0.0,,769
Albania,1988,male,5-14 years,345000,0.0,,769
Albania,1989,male,75+ years,22500,8.88888888888889,,833
Albania,1989,male,25-34 years,283600,6.346967559943582,,833
Albania,1989,male,35-54 years,318400,4.711055276381909,,833
Albania,1989,male,55-74 years,142100,4.2223786066150595,,833
Albania,1989,male,15-24 years,323500,3.7094281298299845,,833
Albania,1989,female,35-54 years,288600,2.4255024255024256,,833
Albania,1989,female,15-24 years,299900,1.6672224074691564,,833
Albania,1989,female,25-34 years,266300,0.7510326699211416,,833
Albania,1989,female,55-74 years,149600,0.6684491978609626,,833
Albania,1989,female,5-14 years,321900,0.0,,833
Albania,1989,female,75+ years,37000,0.0,,833
Albania,1989,male,5-14 years,349700,0.0,,833
Albania,1992,male,35-54 years,343800,3.4904013961605584,,251
Albania,1992,male,15-24 years,263700,3.4129692832764507,,251
Albania,1992,male,55-74 years,159500,3.134796238244514,,251
Albania,1992,male,25-34 years,245500,2.8513238289205702,,251
Albania,1992,female,15-24 years,292400,2.3939808481532148,,251
Albania,1992,female,25-34 years,267400,1.4958863126402393,,251
Albania,1992,female,35-54 years,323100,0.6190034045187248,,251
Albania,1992,female,55-74 years,164900,0.6064281382656155,,251
Albania,1992,female,5-14 years,336700,0.0,,251
Albania,1992,female,75+ years,38700,0.0,,251
Albania,1992,male,5-14 years,362900,0.0,,251
Albania,1992,male,75+ years,23900,0.0,,251
Albania,1993,male,15-24 years,243300,7.398273736128237,,437
Albania,1993,male,55-74 years,165000,4.242424242424242,,437
Albania,1993,male,75+ years,24200,4.132231404958678,,437
Albania,1993,male,25-34 years,230100,3.911342894393742,,437
Albania,1993,female,15-24 years,285300,3.505082369435682,,437
Albania,1993,male,35-54 years,350300,2.8546959748786755,,437
Albania,1993,female,25-34 years,261800,2.6737967914438503,,437
Albania,1993,female,35-54 years,331200,2.1135265700483092,,437
Albania,1993,female,55-74 years,169500,1.1799410029498525,,437
Albania,1993,female,5-14 years,340300,0.2938583602703497,,437
Albania,1993,male,5-14 years,367000,0.2724795640326976,,437
Albania,1993,female,75+ years,39300,0.0,,437
Albania,1994,male,75+ years,24600,8.130081300813009,,697
Albania,1994,male,55-74 years,171400,6.417736289381563,,697
Albania,1994,female,75+ years,39900,5.012531328320803,,697
Albania,1994,male,25-34 years,231400,2.592912705272256,,697
Albania,1994,male,35-54 years,362800,2.4807056229327453,,697
Albania,1994,male,15-24 years,242200,2.477291494632535,,697
Albania,1994,female,15-24 years,282600,2.1231422505307855,,697
Albania,1994,female,25-34 years,261100,1.5319800842589044,,697
Albania,1994,female,35-54 years,342500,0.5839416058394161,,697
Albania,1994,female,55-74 years,174600,0.572737686139748,,697
Albania,1994,male,5-14 years,371800,0.2689618074233459,,697
Albania,1994,female,5-14 years,344400,0.0,,697
Albania,1995,male,25-34 years,232900,5.5817947617003005,0.619,835
Albania,1995,male,55-74 years,178000,5.056179775280899,0.619,835
Albania,1995,female,75+ years,40800,4.901960784313725,0.619,835
Albania,1995,female,15-24 years,283500,4.585537918871252,0.619,835
Albania,1995,male,15-24 years,241200,4.560530679933665,0.619,835
Albania,1995,male,75+ years,25100,3.9840637450199203,0.619,835
Albania,1995,male,35-54 years,375900,3.7243947858473,0.619,835
Albania,1995,female,25-34 years,264000,2.6515151515151514,0.619,835
Albania,1995,female,35-54 years,356400,2.244668911335578,0.619,835
Albania,1995,male,5-14 years,376500,1.593625498007968,0.619,835
Albania,1995,female,55-74 years,180400,1.1086474501108647,0.619,835
Albania,1995,female,5-14 years,348700,0.5735589331803843,0.619,835
Albania,1996,male,75+ years,25400,7.874015748031495,,1127
Albania,1996,male,15-24 years,243600,6.9786535303776684,,1127
Albania,1996,male,25-34 years,235300,5.949851253718657,,1127
Albania,1996,female,15-24 years,287700,5.561348627042057,,1127
Albania,1996,female,75+ years,41200,4.8543689320388355,,1127
Albania,1996,female,25-34 years,267900,3.7327360955580438,,1127
Albania,1996,male,35-54 years,379600,3.1612223393045307,,1127
Albania,1996,female,35-54 years,362000,2.4861878453038675,,1127
Albania,1996,male,55-74 years,179900,1.6675931072818233,,1127
Albania,1996,female,55-74 years,183100,0.5461496450027308,,1127
Albania,1996,male,5-14 years,380400,0.5257623554153523,,1127
Albania,1996,female,5-14 years,354100,0.2824060999717594,,1127
Albania,1997,male,25-34 years,236000,15.254237288135592,,793
Albania,1997,male,15-24 years,244400,13.502454991816695,,793
Albania,1997,male,75+ years,25400,11.811023622047244,,793
Albania,1997,male,35-54 years,380800,7.878151260504202,,793
Albania,1997,female,15-24 years,294000,7.142857142857143,,793
Albania,1997,male,55-74 years,180300,6.655574043261231,,793
Albania,1997,female,25-34 years,273900,5.841548010222708,,793
Albania,1997,female,75+ years,42100,4.750593824228028,,793
Albania,1997,female,35-54 years,370100,1.8913807079167793,,793
Albania,1997,female,5-14 years,361800,1.658374792703151,,793
Albania,1997,male,5-14 years,381500,1.0484927916120577,,793
Albania,1997,female,55-74 years,187000,0.0,,793
Albania,1998,male,75+ years,25800,11.627906976744187,,899
Albania,1998,male,15-24 years,248800,10.85209003215434,,899
Albania,1998,female,15-24 years,295600,10.825439783491204,,899
Albania,1998,male,25-34 years,240400,10.8153078202995,,899
Albania,1998,male,35-54 years,388200,7.470376094796497,,899
Albania,1998,male,55-74 years,183800,4.896626768226333,,899
Albania,1998,female,25-34 years,275300,3.6324010170722847,,899
Albania,1998,female,55-74 years,188200,3.188097768331562,,899
Albania,1998,female,35-54 years,372100,2.418704649287826,,899
Albania,1998,male,5-14 years,388400,0.5149330587023686,,899
Albania,1998,female,5-14 years,363800,0.2748763056624519,,899
Albania,1998,female,75+ years,42300,0.0,,899
Albania,1999,male,75+ years,25900,11.583011583011583,,1127
Albania,1999,male,15-24 years,250600,9.577015163607342,,1127
Albania,1999,female,75+ years,42400,9.433962264150942,,1127
Albania,1999,male,35-54 years,391100,7.926361544362056,,1127
Albania,1999,male,25-34 years,242300,7.841518778373916,,1127
Albania,1999,male,55-74 years,185200,7.559395248380129,,1127
Albania,1999,female,15-24 years,296800,6.401617250673854,,1127
Albania,1999,female,25-34 years,276500,4.701627486437613,,1127
Albania,1999,female,55-74 years,188800,3.1779661016949152,,1127
Albania,1999,female,35-54 years,373600,1.3383297644539613,,1127
Albania,1999,female,5-14 years,365200,0.2738225629791895,,1127
Albania,1999,male,5-14 years,391300,0.0,,1127
Albania,2000,male,25-34 years,232000,7.3275862068965525,0.656,1299
Albania,2000,male,55-74 years,177400,5.636978579481398,0.656,1299
Albania,2000,female,75+ years,37800,5.291005291005291,0.656,1299
Albania,2000,male,75+ years,24900,4.016064257028113,0.656,1299
Albania,2000,female,15-24 years,263900,2.2735884804850324,0.656,1299
Albania,2000,male,15-24 years,240000,2.0833333333333335,0.656,1299
Albania,2000,female,35-54 years,332200,1.5051173991571343,0.656,1299
Albania,2000,female,25-34 years,245800,1.2205044751830756,0.656,1299
Albania,2000,male,35-54 years,374700,1.0675206832132373,0.656,1299
Albania,2000,male,5-14 years,374900,0.2667377967457989,0.656,1299
Albania,2000,female,5-14 years,324700,0.0,0.656,1299
Albania,2000,female,55-74 years,168000,0.0,0.656,1299
Albania,2001,male,25-34 years,206484,10.65457856298793,,1451
Albania,2001,male,35-54 years,378826,8.975096746263455,,1451
Albania,2001,male,55-74 years,196670,5.59312554024508,,1451
Albania,2001,female,75+ years,47254,4.232445930503238,,1451
Albania,2001,male,15-24 years,256039,3.905654997871418,,1451
Albania,2001,female,15-24 years,271359,3.3166395807767572,,1451
Albania,2001,female,35-54 years,370191,3.24156989229884,,1451
Albania,2001,male,75+ years,31044,3.2212343770132716,,1451
Albania,2001,female,55-74 years,189799,3.161238994936749,,1451
Albania,2001,male,5-14 years,321556,1.8659269303014094,,1451
Albania,2001,female,25-34 years,222771,1.7955658501330964,,1451
Albania,2001,female,5-14 years,307356,0.6507112273715171,,1451
Albania,2002,male,75+ years,31007,12.900312832586192,,1573
Albania,2002,male,25-34 years,206286,11.14956904491822,,1573
Albania,2002,male,35-54 years,382139,9.158970950360994,,1573
Albania,2002,male,55-74 years,198130,6.561348609498814,,1573
Albania,2002,male,15-24 years,263067,5.70196946025157,,1573
Albania,2002,female,15-24 years,275970,5.073015182809725,,1573
Albania,2002,female,35-54 years,375113,3.9987950297643646,,1573
Albania,2002,female,25-34 years,223685,3.129400719762166,,1573
Albania,2002,female,75+ years,47407,2.1093931275971904,,1573
Albania,2002,female,55-74 years,191712,2.086463027875146,,1573
Albania,2002,female,5-14 years,304850,0.3280301787764474,,1573
Albania,2002,male,5-14 years,319473,0.31301549739727613,,1573
Albania,2003,female,75+ years,49088,12.222946544980445,,2021
Albania,2003,male,55-74 years,201520,7.939658594680428,,2021
Albania,2003,male,35-54 years,386196,7.250204559342924,,2021
Albania,2003,male,15-24 years,273235,5.489779859827621,,2021
Albania,2003,female,15-24 years,283709,4.934633726811628,,2021
Albania,2003,female,55-74 years,195699,4.598899330093664,,2021
Albania,2003,male,25-34 years,205433,4.380990395895498,,2021
Albania,2003,female,25-34 years,222941,4.036942509453174,,2021
Albania,2003,female,35-54 years,381760,3.4052808046940486,,2021
Albania,2003,male,75+ years,32667,3.0611932531300705,,2021
Albania,2003,male,5-14 years,313204,1.27712289753643,,2021
Albania,2003,female,5-14 years,298477,0.0,,2021
Albania,2004,male,75+ years,35526,11.259359342453415,,2544
Albania,2004,male,35-54 years,391767,9.95489666051505,,2544
Albania,2004,male,25-34 years,203938,7.845521678157087,,2544
Albania,2004,female,15-24 years,292268,6.843034475207686,,2544
Albania,2004,male,15-24 years,286768,6.625564916587625,,2544
Albania,2004,female,75+ years,50970,5.885815185403178,,2544
Albania,2004,female,25-34 years,222389,4.9462878109978465,,2544
Albania,2004,male,55-74 years,207202,4.826208241233193,,2544
Albania,2004,female,35-54 years,391436,4.342983271850316,,2544
Albania,2004,female,55-74 years,203841,1.4717353231194903,,2544
Albania,2004,female,5-14 years,286705,1.046371706109067,,2544
Albania,2004,male,5-14 years,302181,0.3309274904775615,,2544
Albania,2005,female,15-24 years,281922,0.0,0.695,2931
Albania,2005,female,25-34 years,190745,0.0,0.695,2931
Albania,2005,female,35-54 years,386513,0.0,0.695,2931
Albania,2005,female,5-14 years,276559,0.0,0.695,2931
Albania,2005,female,55-74 years,210998,0.0,0.695,2931
Albania,2005,female,75+ years,53191,0.0,0.695,2931
Albania,2005,male,15-24 years,281675,0.0,0.695,2931
Albania,2005,male,25-34 years,177519,0.0,0.695,2931
Albania,2005,male,35-54 years,380242,0.0,0.695,2931
Albania,2005,male,5-14 years,291367,0.0,0.695,2931
Albania,2005,male,55-74 years,214118,0.0,0.695,2931
Albania,2005,male,75+ years,38471,0.0,0.695,2931
Albania,2006,female,15-24 years,283138,0.0,,3235
Albania,2006,female,25-34 years,186391,0.0,,3235
Albania,2006,female,35-54 years,388746,0.0,,3235
Albania,2006,female,5-14 years,267316,0.0,,3235
Albania,2006,female,55-74 years,215907,0.0,,3235
Albania,2006,female,75+ years,56011,0.0,,3235
Albania,2006,male,15-24 years,286679,0.0,,3235
Albania,2006,male,25-34 years,174092,0.0,,3235
Albania,2006,male,35-54 years,379076,0.0,,3235
Albania,2006,male,5-14 years,282678,0.0,,3235
Albania,2006,male,55-74 years,219360,0.0,,3235
Albania,2006,male,75+ years,40782,0.0,,3235
Albania,2007,male,75+ years,42366,18.883066610017465,,3863
Albania,2007,male,35-54 years,378626,7.659273267023394,,3863
Albania,2007,male,55-74 years,224160,6.245538900785154,,3863
Albania,2007,female,75+ years,57404,5.226116646923559,,3863
Albania,2007,male,25-34 years,172494,5.217572785140352,,3863
Albania,2007,female,15-24 years,281080,4.625017788529957,,3863
Albania,2007,male,15-24 years,288349,4.508425553756039,,3863
Albania,2007,female,25-34 years,183629,4.356610339325488,,3863
Albania,2007,female,55-74 years,221120,4.070188133140376,,3863
Albania,2007,female,35-54 years,391811,3.573151340825041,,3863
Albania,2007,male,5-14 years,272497,1.4679060686906644,,3863
Albania,2007,female,5-14 years,256808,0.0,,3863
Albania,2008,male,25-34 years,172855,12.148910936912442,,4672
Albania,2008,male,35-54 years,377119,9.811226695021995,,4672
Albania,2008,male,55-74 years,228672,9.183459277917716,,4672
Albania,2008,female,75+ years,59369,8.421903687109435,,4672
Albania,2008,female,15-24 years,276073,7.244460704234025,,4672
Albania,2008,female,25-34 years,182663,4.9271062010368825,,4672
Albania,2008,female,35-54 years,393832,4.824392126592049,,4672
Albania,2008,male,75+ years,44574,4.486920626374119,,4672
Albania,2008,male,15-24 years,286702,3.836736402257396,,4672
Albania,2008,female,55-74 years,226448,3.0912174097364513,,4672
Albania,2008,male,5-14 years,262464,2.6670324311143623,,4672
Albania,2008,female,5-14 years,246288,0.4060287143506789,,4672
Albania,2009,female,15-24 years,270003,0.0,,4387
Albania,2009,female,25-34 years,182712,0.0,,4387
Albania,2009,female,35-54 years,394286,0.0,,4387
Albania,2009,female,5-14 years,236174,0.0,,4387
Albania,2009,female,55-74 years,233302,0.0,,4387
Albania,2009,female,75+ years,61582,0.0,,4387
Albania,2009,male,15-24 years,283448,0.0,,4387
Albania,2009,male,25-34 years,174955,0.0,,4387
Albania,2009,male,35-54 years,374365,0.0,,4387
Albania,2009,male,5-14 years,253007,0.0,,4387
Albania,2009,male,55-74 years,234570,0.0,,4387
Albania,2009,male,75+ years,47331,0.0,,4387
Albania,2010,male,55-74 years,241852,8.269520202437855,0.722,4359
Albania,2010,male,35-54 years,371611,5.381972008363585,0.722,4359
Albania,2010,male,25-34 years,179720,5.0077898953928335,0.722,4359
Albania,2010,male,75+ years,50767,3.93956704158213,0.722,4359
Albania,2010,male,15-24 years,279508,3.577715128010647,0.722,4359
Albania,2010,female,25-34 years,183579,3.268347686826925,0.722,4359
Albania,2010,female,75+ years,64415,3.10486687883257,0.722,4359
Albania,2010,female,35-54 years,394593,3.0411081798207267,0.722,4359
Albania,2010,female,55-74 years,241491,2.8986587491873403,0.722,4359
Albania,2010,female,15-24 years,263581,2.2763401003865984,0.722,4359
Albania,2010,female,5-14 years,223969,0.8929807250110506,0.722,4359
Albania,2010,male,5-14 years,240939,0.0,0.722,4359
Antigua and Barbuda,1985,female,15-24 years,7709,0.0,,3850
Antigua and Barbuda,1985,female,25-34 years,6344,0.0,,3850
Antigua and Barbuda,1985,female,35-54 years,6173,0.0,,3850
Antigua and Barbuda,1985,female,5-14 years,7339,0.0,,3850
Antigua and Barbuda,1985,female,55-74 years,3778,0.0,,3850
Antigua and Barbuda,1985,female,75+ years,949,0.0,,3850
Antigua and Barbuda,1985,male,15-24 years,7667,0.0,,3850
Antigua and Barbuda,1985,male,25-34 years,6194,0.0,,3850
Antigua and Barbuda,1985,male,35-54 years,5970,0.0,,3850
Antigua and Barbuda,1985,male,5-14 years,7304,0.0,,3850
Antigua and Barbuda,1985,male,55-74 years,2723,0.0,,3850
Antigua and Barbuda,1985,male,75+ years,424,0.0,,3850
Antigua and Barbuda,1986,female,15-24 years,7668,0.0,,4740
Antigua and Barbuda,1986,female,25-34 years,6209,0.0,,4740
Antigua and Barbuda,1986,female,35-54 years,6101,0.0,,4740
Antigua and Barbuda,1986,female,5-14 years,6907,0.0,,4740
Antigua and Barbuda,1986,female,55-74 years,3764,0.0,,4740
Antigua and Barbuda,1986,female,75+ years,1014,0.0,,4740
Antigua and Barbuda,1986,male,15-24 years,7563,0.0,,4740
Antigua and Barbuda,1986,male,25-34 years,6023,0.0,,4740
Antigua and Barbuda,1986,male,35-54 years,5947,0.0,,4740
Antigua and Barbuda,1986,male,5-14 years,6827,0.0,,4740
Antigua and Barbuda,1986,male,55-74 years,2771,0.0,,4740
Antigua and Barbuda,1986,male,75+ years,476,0.0,,4740
Antigua and Barbuda,1987,female,15-24 years,7583,0.0,,5595
Antigua and Barbuda,1987,female,25-34 years,6101,0.0,,5595
Antigua and Barbuda,1987,female,35-54 years,6059,0.0,,5595
Antigua and Barbuda,1987,female,5-14 years,6623,0.0,,5595
Antigua and Barbuda,1987,female,55-74 years,3738,0.0,,5595
Antigua and Barbuda,1987,female,75+ years,1081,0.0,,5595
Antigua and Barbuda,1987,male,15-24 years,7421,0.0,,5595
Antigua and Barbuda,1987,male,25-34 years,5893,0.0,,5595
Antigua and Barbuda,1987,male,35-54 years,5927,0.0,,5595
Antigua and Barbuda,1987,male,5-14 years,6499,0.0,,5595
Antigua and Barbuda,1987,male,55-74 years,2798,0.0,,5595
Antigua and Barbuda,1987,male,75+ years,538,0.0,,5595
Antigua and Barbuda,1988,female,15-24 years,7413,0.0,,6693
Antigua and Barbuda,1988,female,25-34 years,6041,0.0,,6693
Antigua and Barbuda,1988,female,35-54 years,6021,0.0,,6693
Antigua and Barbuda,1988,female,5-14 years,6527,0.0,,6693
Antigua and Barbuda,1988,female,55-74 years,3708,0.0,,6693
Antigua and Barbuda,1988,female,75+ years,1141,0.0,,6693
Antigua and Barbuda,1988,male,15-24 years,7209,0.0,,6693
Antigua and Barbuda,1988,male,25-34 years,5826,0.0,,6693
Antigua and Barbuda,1988,male,35-54 years,5907,0.0,,6693
Antigua and Barbuda,1988,male,5-14 years,6355,0.0,,6693
Antigua and Barbuda,1988,male,55-74 years,2813,0.0,,6693
Antigua and Barbuda,1988,male,75+ years,603,0.0,,6693
Antigua and Barbuda,1989,female,15-24 years,7152,0.0,,7407
Antigua and Barbuda,1989,female,25-34 years,6059,0.0,,7407
Antigua and Barbuda,1989,female,35-54 years,5969,0.0,,7407
Antigua and Barbuda,1989,female,5-14 years,6621,0.0,,7407
Antigua and Barbuda,1989,female,55-74 years,3696,0.0,,7407
Antigua and Barbuda,1989,female,75+ years,1195,0.0,,7407
Antigua and Barbuda,1989,male,15-24 years,6927,0.0,,7407
Antigua and Barbuda,1989,male,25-34 years,5835,0.0,,7407
Antigua and Barbuda,1989,male,35-54 years,5862,0.0,,7407
Antigua and Barbuda,1989,male,5-14 years,6403,0.0,,7407
Antigua and Barbuda,1989,male,55-74 years,2843,0.0,,7407
Antigua and Barbuda,1989,male,75+ years,676,0.0,,7407
Antigua and Barbuda,1990,male,35-54 years,5799,17.24435247456458,,7744
Antigua and Barbuda,1990,female,15-24 years,6827,0.0,,7744
Antigua and Barbuda,1990,female,25-34 years,6172,0.0,,7744
Antigua and Barbuda,1990,female,35-54 years,5895,0.0,,7744
Antigua and Barbuda,1990,female,5-14 years,6877,0.0,,7744
Antigua and Barbuda,1990,female,55-74 years,3706,0.0,,7744
Antigua and Barbuda,1990,female,75+ years,1252,0.0,,7744
Antigua and Barbuda,1990,male,15-24 years,6598,0.0,,7744
Antigua and Barbuda,1990,male,25-34 years,5937,0.0,,7744
Antigua and Barbuda,1990,male,5-14 years,6611,0.0,,7744
Antigua and Barbuda,1990,male,55-74 years,2902,0.0,,7744
Antigua and Barbuda,1990,male,75+ years,758,0.0,,7744
Antigua and Barbuda,1991,female,15-24 years,6595,0.0,,7976
Antigua and Barbuda,1991,female,25-34 years,6396,0.0,,7976
Antigua and Barbuda,1991,female,35-54 years,6198,0.0,,7976
Antigua and Barbuda,1991,female,5-14 years,7089,0.0,,7976
Antigua and Barbuda,1991,female,55-74 years,3665,0.0,,7976
Antigua and Barbuda,1991,female,75+ years,1293,0.0,,7976
Antigua and Barbuda,1991,male,15-24 years,6401,0.0,,7976
Antigua and Barbuda,1991,male,25-34 years,6156,0.0,,7976
Antigua and Barbuda,1991,male,35-54 years,6122,0.0,,7976
Antigua and Barbuda,1991,male,5-14 years,6818,0.0,,7976
Antigua and Barbuda,1991,male,55-74 years,2857,0.0,,7976
Antigua and Barbuda,1991,male,75+ years,804,0.0,,7976
Antigua and Barbuda,1992,female,15-24 years,6369,0.0,,8087
Antigua and Barbuda,1992,female,25-34 years,6650,0.0,,8087
Antigua and Barbuda,1992,female,35-54 years,6534,0.0,,8087
Antigua and Barbuda,1992,female,5-14 years,7311,0.0,,8087
Antigua and Barbuda,1992,female,55-74 years,3648,0.0,,8087
Antigua and Barbuda,1992,female,75+ years,1339,0.0,,8087
Antigua and Barbuda,1992,male,15-24 years,6221,0.0,,8087
Antigua and Barbuda,1992,male,25-34 years,6409,0.0,,8087
Antigua and Barbuda,1992,male,35-54 years,6497,0.0,,8087
Antigua and Barbuda,1992,male,5-14 years,7059,0.0,,8087
Antigua and Barbuda,1992,male,55-74 years,2851,0.0,,8087
Antigua and Barbuda,1992,male,75+ years,853,0.0,,8087
Antigua and Barbuda,1993,male,25-34 years,6668,14.997000599880023,,8453
Antigua and Barbuda,1993,female,15-24 years,6182,0.0,,8453
Antigua and Barbuda,1993,female,25-34 years,6914,0.0,,8453
Antigua and Barbuda,1993,female,35-54 years,6917,0.0,,8453
Antigua and Barbuda,1993,female,5-14 years,7529,0.0,,8453
Antigua and Barbuda,1993,female,55-74 years,3662,0.0,,8453
Antigua and Barbuda,1993,female,75+ years,1386,0.0,,8453
Antigua and Barbuda,1993,male,15-24 years,6069,0.0,,8453
Antigua and Barbuda,1993,male,35-54 years,6915,0.0,,8453
Antigua and Barbuda,1993,male,5-14 years,7298,0.0,,8453
Antigua and Barbuda,1993,male,55-74 years,2879,0.0,,8453
Antigua and Barbuda,1993,male,75+ years,896,0.0,,8453
Antigua and Barbuda,1994,female,15-24 years,6083,0.0,,9062
Antigua and Barbuda,1994,female,25-34 years,7151,0.0,,9062
Antigua and Barbuda,1994,female,35-54 years,7357,0.0,,9062
Antigua and Barbuda,1994,female,5-14 years,7722,0.0,,9062
Antigua and Barbuda,1994,female,55-74 years,3715,0.0,,9062
Antigua and Barbuda,1994,female,75+ years,1437,0.0,,9062
Antigua and Barbuda,1994,male,15-24 years,5976,0.0,,9062
Antigua and Barbuda,1994,male,25-34 years,6886,0.0,,9062
Antigua and Barbuda,1994,male,35-54 years,7359,0.0,,9062
Antigua and Barbuda,1994,male,5-14 years,7494,0.0,,9062
Antigua and Barbuda,1994,male,55-74 years,2935,0.0,,9062
Antigua and Barbuda,1994,male,75+ years,929,0.0,,9062
Antigua and Barbuda,1995,female,15-24 years,6099,0.0,,8636
Antigua and Barbuda,1995,female,25-34 years,7333,0.0,,8636
Antigua and Barbuda,1995,female,35-54 years,7851,0.0,,8636
Antigua and Barbuda,1995,female,5-14 years,7885,0.0,,8636
Antigua and Barbuda,1995,female,55-74 years,3808,0.0,,8636
Antigua and Barbuda,1995,female,75+ years,1488,0.0,,8636
Antigua and Barbuda,1995,male,15-24 years,5953,0.0,,8636
Antigua and Barbuda,1995,male,25-34 years,7023,0.0,,8636
Antigua and Barbuda,1995,male,35-54 years,7809,0.0,,8636
Antigua and Barbuda,1995,male,5-14 years,7632,0.0,,8636
Antigua and Barbuda,1995,male,55-74 years,3021,0.0,,8636
Antigua and Barbuda,1995,male,75+ years,944,0.0,,8636
Antigua and Barbuda,1998,female,15-24 years,6529,0.0,,10078
Antigua and Barbuda,1998,female,25-34 years,8332,0.0,,10078
Antigua and Barbuda,1998,female,35-54 years,9615,0.0,,10078
Antigua and Barbuda,1998,female,5-14 years,8183,0.0,,10078
Antigua and Barbuda,1998,female,55-74 years,3921,0.0,,10078
Antigua and Barbuda,1998,female,75+ years,1476,0.0,,10078
Antigua and Barbuda,1998,male,15-24 years,5916,0.0,,10078
Antigua and Barbuda,1998,male,25-34 years,7294,0.0,,10078
Antigua and Barbuda,1998,male,35-54 years,9086,0.0,,10078
Antigua and Barbuda,1998,male,5-14 years,7706,0.0,,10078
Antigua and Barbuda,1998,male,55-74 years,3213,0.0,,10078
Antigua and Barbuda,1998,male,75+ years,954,0.0,,10078
Antigua and Barbuda,1999,female,15-24 years,6589,0.0,,10378
Antigua and Barbuda,1999,female,25-34 years,8526,0.0,,10378
Antigua and Barbuda,1999,female,35-54 years,10311,0.0,,10378
Antigua and Barbuda,1999,female,5-14 years,8314,0.0,,10378
Antigua and Barbuda,1999,female,55-74 years,3968,0.0,,10378
Antigua and Barbuda,1999,female,75+ years,1451,0.0,,10378
Antigua and Barbuda,1999,male,15-24 years,5845,0.0,,10378
Antigua and Barbuda,1999,male,25-34 years,7263,0.0,,10378
Antigua and Barbuda,1999,male,35-54 years,9537,0.0,,10378
Antigua and Barbuda,1999,male,5-14 years,7805,0.0,,10378
Antigua and Barbuda,1999,male,55-74 years,3276,0.0,,10378
Antigua and Barbuda,1999,male,75+ years,947,0.0,,10378
Antigua and Barbuda,2000,male,55-74 years,3333,30.003000300030006,,11021
Antigua and Barbuda,2000,male,35-54 years,10033,9.967108541812019,,11021
Antigua and Barbuda,2000,female,15-24 years,6616,0.0,,11021
Antigua and Barbuda,2000,female,25-34 years,8595,0.0,,11021
Antigua and Barbuda,2000,female,35-54 years,11040,0.0,,11021
Antigua and Barbuda,2000,female,5-14 years,8439,0.0,,11021
Antigua and Barbuda,2000,female,55-74 years,3986,0.0,,11021
Antigua and Barbuda,2000,female,75+ years,1413,0.0,,11021
Antigua and Barbuda,2000,male,15-24 years,5783,0.0,,11021
Antigua and Barbuda,2000,male,25-34 years,7177,0.0,,11021
Antigua and Barbuda,2000,male,5-14 years,7973,0.0,,11021
Antigua and Barbuda,2000,male,75+ years,938,0.0,,11021
Antigua and Barbuda,2001,male,35-54 years,10281,19.45336056803813,,10468
Antigua and Barbuda,2001,female,15-24 years,6902,0.0,,10468
Antigua and Barbuda,2001,female,25-34 years,8425,0.0,,10468
Antigua and Barbuda,2001,female,35-54 years,11402,0.0,,10468
Antigua and Barbuda,2001,female,5-14 years,8428,0.0,,10468
Antigua and Barbuda,2001,female,55-74 years,4037,0.0,,10468
Antigua and Barbuda,2001,female,75+ years,1487,0.0,,10468
Antigua and Barbuda,2001,male,15-24 years,6084,0.0,,10468
Antigua and Barbuda,2001,male,25-34 years,7071,0.0,,10468
Antigua and Barbuda,2001,male,5-14 years,7958,0.0,,10468
Antigua and Barbuda,2001,male,55-74 years,3442,0.0,,10468
Antigua and Barbuda,2001,male,75+ years,980,0.0,,10468
Antigua and Barbuda,2002,female,15-24 years,7196,0.0,,10499
Antigua and Barbuda,2002,female,25-34 years,8155,0.0,,10499
Antigua and Barbuda,2002,female,35-54 years,11760,0.0,,10499
Antigua and Barbuda,2002,female,5-14 years,8408,0.0,,10499
Antigua and Barbuda,2002,female,55-74 years,4050,0.0,,10499
Antigua and Barbuda,2002,female,75+ years,1547,0.0,,10499
Antigua and Barbuda,2002,male,15-24 years,6416,0.0,,10499
Antigua and Barbuda,2002,male,25-34 years,6921,0.0,,10499
